season,year,shocks,effective_use_rate,mean_wait_days,backlog_mu,mean_loss_fraction,avoided_loss_fraction,mitigation_rate,mean_income,income_p10,gini_income,exit_rate,fiscal_spend,fiscal_cumulative,equity_gap,mountain_gap,capacity_units,reliability,trust,capable_share,recovery_seasons_mean,adopt_T1,adopt_T2,adopt_T3,service_T1,service_T2,service_T3,effort_T1,effort_T2,effort_T3,contract_linear,contract_concave,contract_convex,contract_self,contract_infeasible,scenario,rep
4,2.0,D2,0.06172839506172839,7.810265212402238,45.531775919163806,0.030621521505354198,0.0005393652812047361,0.017309047874638415,10544.042427107028,2820.3006463183833,0.43977111746777287,0.0,0.0,0.0,0.0016122605545833722,0.0010878355531931,0.14702494149608275,0.8733130239999999,0.5405336921296297,0.153437987654321,1.0769230769230769,0.12345679012345678,0.012345679012345678,0.09876543209876543,0.12345679012345678,0.012345679012345678,0.09876543209876543,0.7679699315281033,0.6873206284426889,0.6388993397145942,0,6,11,0,0,warning_response,1
1,0.5,,0.16049382716049382,3.252937746678935,0.0,0.0,0.0,0.0,12797.949682439175,2827.5716872059793,0.5058035735534732,0.0,64621.555072177245,64621.555072177245,0.0,0.0,0.2101759260828672,0.892,0.5475000000000001,0.20201234567901236,,0.2962962962962963,0.0,0.12345679012345678,0.2962962962962963,0.0,0.12345679012345678,0.5641650910368223,0.0,0.6719414931403752,0,8,26,0,0,insurance,0
2,1.0,D2,0.16049382716049382,9.953595099300983,97.5689883298571,0.30629724221558263,0.008369380166599976,0.02659761020485621,6976.939192574466,1358.0294017785686,0.43045347121600336,0.0,64621.555072177245,129243.11014435449,0.018342161587191593,0.015388069057794246,0.19966712977872383,0.88496,0.5120385802469136,0.18582345679012346,1.0,0.2222222222222222,0.0,0.08641975308641975,0.2222222222222222,0.0,0.08641975308641975,0.7135793547674756,0.0,0.7374694981338363,1,9,13,0,0,insurance,0
3,1.5,,0.1111111111111111,14.301170825134697,125.19748210678722,0.0,0.0,0.0,15385.753878558391,3874.539929650367,0.45525971388909914,0.0,64621.555072177245,193864.66521653172,0.0,0.0,0.18968377328978764,0.8787647999999999,0.5102020833333334,0.17001888888888889,1.4444444444444444,0.25925925925925924,0.0,0.12345679012345678,0.25925925925925924,0.0,0.12345679012345678,0.5599359619341798,0.0,0.6772671913350878,1,13,15,0,0,insurance,0
4,2.0,D3,0.14814814814814814,19.827616085691552,180.27953670528348,0.2805964830550648,0.0006197556653453827,0.002203840248221064,8343.293045686569,1041.878058736985,0.5385468981568531,0.0,64621.555072177245,258486.22028870898,0.00050644931102941,0.0011560559292051,0.18019958462529825,0.7193624268736712,0.47796358410493833,0.1567207037037037,1.4444444444444444,0.2222222222222222,0.012345679012345678,0.08641975308641975,0.2222222222222222,0.012345679012345678,0.08641975308641975,0.7165047796744854,0.0,0.7027071398542971,1,10,13,0,0,insurance,0
1,0.5,D2,0.12345679012345678,2.8624719091001785,0.0,0.06508977588480645,0.002523910678689245,0.037328399129946156,9670.381817294625,2572.0841830058835,0.451335434225008,0.0,52724.762788043125,52724.762788043125,0.004317895374449318,0.004915725099788101,0.1714826551929818,0.892,0.5530555555555556,0.20108641975308642,,0.18518518518518517,0.0,0.1111111111111111,0.18518518518518517,0.0,0.1111111111111111,0.7060816794801799,0.0,0.5945699848050474,0,7,17,0,0,insurance,1
2,1.0,,0.08641975308641975,4.730970135332541,28.47566758618613,0.0,0.0,0.0,10856.216352237267,2707.979724439211,0.4468534480578078,0.0,52724.762788043125,105449.52557608625,0.0,0.0,0.1629085224333327,0.88496,0.5497854938271606,0.18313827160493826,1.0,0.1728395061728395,0.0,0.09876543209876543,0.1728395061728395,0.0,0.09876543209876543,0.5136059966982266,0.0,0.6956113236554797,0,2,19,0,0,insurance,1
3,1.5,,0.14814814814814814,11.92840053202023,111.97555224834588,0.0,0.0,0.0,9734.819333921654,2874.204249971078,0.40843482172518475,0.0,52724.762788043125,158174.28836412937,0.0,0.0,0.15476309631166607,0.8787647999999999,0.5454443672839507,0.16852814814814815,1.0833333333333333,0.2222222222222222,0.0,0.1728395061728395,0.2222222222222222,0.0,0.1728395061728395,0.5936253635924398,0.0,0.6670522667648839,0,6,23,0,0,insurance,1
4,2.0,D2,0.1111111111111111,4.727360103130621,23.15418023634237,0.030183875817958814,0.0009770109686001202,0.03135376009329581,10285.482095296804,2747.9859236313146,0.44194221090287883,0.0,52724.762788043125,210899.0511521725,0.0016090982990147197,0.0017053213898258629,0.14702494149608275,0.8733130239999999,0.542554864969136,0.1544531111111111,1.0769230769230769,0.16049382716049382,0.0,0.13580246913580246,0.16049382716049382,0.0,0.13580246913580246,0.7379895943229033,0.0,0.6200200717210328,0,8,15,0,0,insurance,1
1,0.5,,0.2222222222222222,3.148066875622051,0.0,0.0,0.0,0.0,13137.953463342268,2986.805585542871,0.5038198732358163,0.0,0.0,0.0,0.0,0.0,0.2101759260828672,0.892,0.5475000000000001,0.20355555555555557,,0.32098765432098764,0.0,0.13580246913580246,0.32098765432098764,0.0,0.13580246913580246,0.5955622409916724,0.0,0.7036300060873416,0,9,28,0,0,mountain_equity,0
2,1.0,D2,0.13580246913580246,11.887882720074293,90.13976835264174,0.3042060345175574,0.01046058786462519,0.033243398316076055,7373.342249417814,1430.0732486348188,0.4518480530593762,0.0,0.0,0.0,0.030243430582620173,0.010782190428833861,0.19966712977872383,0.88496,0.515125,0.18659506172839507,1.0,0.2839506172839506,0.0,0.1111111111111111,0.2839506172839506,0.0,0.1111111111111111,0.5196255339456175,0.0,0.7587836152321259,2,7,22,0,0,mountain_equity,0
3,1.5,,0.18518518518518517,3.176999935402539,0.0,0.0,0.0,0.0,13077.926189040672,3173.2337451459534,0.460269089645761,0.0,0.0,0.0,0.0,0.0,0.18968377328978764,0.8787647999999999,0.51436875,0.17256518518518518,1.368421052631579,0.24691358024691357,0.012345679012345678,0.13580246913580246,0.24691358024691357,0.012345679012345678,0.13580246913580246,0.7050973857356,0.4460305025286873,0.7268434963735477,0,11,21,0,0,mountain_equity,0
4,2.0,D3,0.12345679012345678,14.96198168624622,150.88274219452398,0.2803685104651959,0.0008477282552142581,0.0030145067691381916,8684.059613839736,1158.2114368785235,0.5381442631660135,0.0,0.0,0.0,0.0005842782178831549,0.0006941798978007456,0.18019958462529825,0.7193624268736712,0.48155154706790126,0.15839508641975308,1.368421052631579,0.2222222222222222,0.0,0.13580246913580246,0.2222222222222222,0.0,0.13580246913580246,0.728453207674713,0.0,0.5282831434931857,0,15,11,0,0,mountain_equity,0
1,0.5,D2,0.09876543209876543,2.806776836387163,0.0,0.06528324774058662,0.0023304388229090783,0.034466968765570476,9944.595321915014,2672.504289796235,0.449415625874184,0.0,0.0,0.0,0.0040614746338482055,0.004587139695513637,0.1714826551929818,0.892,0.5519444444444445,0.20046913580246914,,0.19753086419753085,0.0,0.1111111111111111,0.19753086419753085,0.0,0.1111111111111111,0.49853922475823154,0.0,0.5948537093196022,0,4,21,0,0,mountain_equity,1
2,1.0,,0.1111111111111111,4.292633813203707,23.15418023634237,0.0,0.0,0.0,11125.222325135583,2793.4217281280635,0.4445706755712051,0.0,0.0,0.0,0.0,0.0,0.1629085224333327,0.88496,0.548729938271605,0.1832,1.0,0.1728395061728395,0.0,0.1111111111111111,0.1728395061728395,0.0,0.1111111111111111,0.7330430816897452,0.0,0.6133894809214704,1,9,12,0,0,mountain_equity,1
3,1.5,,0.1111111111111111,4.014553172938462,23.15418023634237,0.0,0.0,0.0,10008.111971487788,2959.216457573954,0.4077786496857644,0.0,0.0,0.0,0.0,0.0,0.15476309631166607,0.8787647999999999,0.5456761574074075,0.16765777777777777,1.0833333333333333,0.2345679012345679,0.012345679012345678,0.08641975308641975,0.2345679012345679,0.0,0.08641975308641975,0.7854676544645979,0.25,0.615437342217266,1,10,14,1,0,mountain_equity,1
4,2.0,D2,0.16049382716049382,4.600791506880298,24.881595725039414,0.03000958751620675,0.0011512992703521842,0.03694693537568996,10568.066945360786,2820.3006463183833,0.4405036822048286,0.0,0.0,0.0,0.0007914075394541228,0.0014961497412744925,0.14702494149608275,0.8733130239999999,0.5435158063271606,0.15490434567901235,1.0769230769230769,0.19753086419753085,0.0,0.13580246913580246,0.19753086419753085,0.0,0.13580246913580246,0.7657963359282862,0.0,0.6658127407999531,2,10,14,0,0,mountain_equity,1
1,0.5,,0.19753086419753085,4.106864497331501,0.0,0.0,0.0,0.0,13150.752183629711,2986.805585542871,0.5037353391420509,0.0,1036.7150280472902,1036.7150280472902,0.0,0.0,12.522175926082866,0.892,0.5475000000000001,0.3339382716049382,,0.2962962962962963,0.0,0.13580246913580246,0.2962962962962963,0.0,0.13580246913580246,0.5755740960106205,0.0,0.7445390969964325,0,8,27,0,0,integrated,0
2,1.0,D2,0.19753086419753085,1.0086073903186794,0.0,0.29658231924140677,0.01808430314077584,0.05747131044236178,7569.331162664831,1430.0732486348188,0.45991445746530035,0.0,1048.5708548755783,2085.2858829228685,0.03227078539825197,0.028769343562096084,24.208067129778723,0.88496,0.5222854938271606,0.4421796296296296,1.0,0.30864197530864196,0.012345679012345678,0.1728395061728395,0.30864197530864196,0.012345679012345678,0.1728395061728395,0.5217571768363676,0.6809935322693653,0.7921488017226709,1,12,27,0,0,integrated,0
3,1.5,,0.2839506172839506,1.0201521554745405,0.0,0.0,0.0,0.0,12976.718217066807,3173.2337451459534,0.45732430979570216,0.0,1931.9754778465147,4017.261360769383,0.0,0.0,35.309663773289785,0.8787647999999999,0.5211712191358026,0.5471694135802468,1.368421052631579,0.2962962962962963,0.037037037037037035,0.25925925925925924,0.2962962962962963,0.024691358024691357,0.25925925925925924,0.6026106040560656,0.5577684394179051,0.6964519733631928,2,22,23,1,0,integrated,0
4,2.0,D3,0.2345679012345679,1.0015967363122962,0.0,0.2795797544859851,0.0016364842344250706,0.005819309161773159,8632.456556550576,1158.2114368785235,0.5349702352256521,0.0,1055.3162061803564,5072.57756694974,0.0033273777908292344,0.002724872271288918,45.85618058462529,0.7193624268736712,0.49097685570987665,0.6456751404320987,1.368421052631579,0.24691358024691357,0.024691358024691357,0.12345679012345678,0.24691358024691357,0.024691358024691357,0.12345679012345678,0.7540864653228322,0.8159928262404097,0.7375703737894221,0,19,13,0,0,integrated,0
1,0.5,D2,0.12345679012345678,3.5778510321072026,0.0,0.06508815295119949,0.0025255336122962076,0.037352402163791064,9963.035056146075,2672.504289796235,0.4496523686363508,0.0,1105.603547076572,1105.603547076572,0.004320528129964096,0.004918675608915336,12.483482655192983,0.892,0.5530555555555556,0.3320864197530864,,0.18518518518518517,0.0,0.1111111111111111,0.18518518518518517,0.0,0.1111111111111111,0.7060816794801799,0.0,0.5945699848050474,0,7,17,0,0,integrated,1
2,1.0,,0.2839506172839506,1.0116732332025504,0.0,0.0,0.0,0.0,11123.877147856434,2793.4217281280635,0.4442035017126519,0.0,1591.6396029013808,2697.243149977953,0.0,0.0,24.171308522433332,0.88496,0.5504027777777778,0.44258086419753084,1.0,0.30864197530864196,0.0,0.1728395061728395,0.30864197530864196,0.0,0.1728395061728395,0.6480323137446757,0.0,0.6049005473282548,0,3,36,0,0,integrated,1
3,1.5,,0.16049382716049382,1.0014194802921168,0.0,0.0,0.0,0.0,10025.579809041636,2959.216457573954,0.4078224654564505,0.0,1581.7783316179186,4279.021481595872,0.0,0.0,35.27474309631166,0.8787647999999999,0.5478826388888889,0.5444641666666666,1.0,0.24691358024691357,0.0,0.18518518518518517,0.24691358024691357,0.0,0.18518518518518517,0.5198119685899624,0.0,0.5948082751219252,0,5,30,0,0,integrated,1
4,2.0,D2,0.2345679012345679,1.0010780292740855,0.0,0.02965761220051734,0.001503274586041592,0.048242355756384345,10579.713627906387,2820.3006463183833,0.4406082195475049,0.0,1651.4881279898684,5930.50960958574,0.0026894508356270744,0.002797277858438431,45.82300594149608,0.8733130239999999,0.5454885069444444,0.6431051558641975,1.0,0.2716049382716049,0.0,0.19753086419753085,0.2716049382716049,0.0,0.19753086419753085,0.645570150551942,0.0,0.6827105964287079,0,10,28,0,0,integrated,1
