rep,seed,scenario,mitigation_rate,effective_use_rate,mean_wait_days,income_p10,equity_gap,mountain_gap,fiscal_cumulative
4,81005,training_maintenance,0.028693138653961805,0.15833333333333335,7.055151152548717,2559.8996107987746,0.0003220300022302481,0.0002032356355736555,0.0
4,81005,warning_response,0.026177027571914913,0.11333333333333336,9.814167998662391,2559.8996107987746,0.00031511481614301257,0.0001995474299351747,0.0
4,81005,insurance,0.02597577561894031,0.12333333333333331,9.04268379214773,2523.8073282225328,0.00031978315797844627,0.0002015312822284701,399483.14295230794
4,81005,mountain_equity,0.02968797283210978,0.1416666666666667,8.746148898074969,2559.8996107987746,0.00025560029848512353,0.00016803088319110941,0.0
4,81005,integrated,0.04315888872504064,0.19666666666666666,3.463375899009422,2559.8996107987746,0.00027273270767900137,0.0002111555545526346,9589.18594974938
5,81006,baseline,0.015830930503141244,0.145,8.037598197915004,2014.4942895643574,2.8094916319399985e-05,2.514292140370736e-05,0.0
5,81006,subsidy,0.013480896675706016,0.14833333333333334,7.12449128478647,2014.4942895643574,2.888619188826422e-05,2.718563642651556e-05,22559.640181226838
5,81006,voucher,0.020117383716007423,0.16333333333333333,8.525063002410597,2014.4942895643574,4.5278953819670235e-05,3.290600033306885e-05,10554.327552867297
5,81006,voucher_plus_capacity,0.025863639172299936,0.20833333333333334,1.906038908046457,2014.4942895643574,4.686940495441836e-05,3.6251362395620696e-05,12243.422825594422
5,81006,training_maintenance,0.01588041936664783,0.16833333333333333,10.02084324900896,2014.4942895643574,2.7059092068146167e-05,2.4265645320444934e-05,0.0
5,81006,warning_response,0.014916726601023063,0.11833333333333333,9.138667091972676,2014.4942895643574,2.919538976514538e-05,2.624825124212782e-05,0.0
5,81006,insurance,0.015830930503141244,0.145,8.037598197915004,1957.1979975615607,2.8094916319399985e-05,2.514292140370736e-05,398340.63440759474
5,81006,mountain_equity,0.014801465154376461,0.14333333333333334,7.675278599708044,2014.4942895643574,-4.98882807692928e-05,2.4865978614939156e-05,0.0
5,81006,integrated,0.01929861164511946,0.22666666666666666,1.675609639298388,2014.4942895643574,3.6863444994671465e-05,3.2281463645016116e-05,8320.31991296887
6,81007,baseline,0.0096742626847572,0.085,8.990493352313194,2187.7558996284965,0.002512529157220384,0.0014829952102729466,0.0
6,81007,subsidy,0.013038820054988543,0.09666666666666668,8.016326575238134,2187.7558996284965,0.0036556679313668387,0.002061837738210404,39942.98884488755
6,81007,voucher,0.01903182081945438,0.11,11.309646637112557,2187.7558996284965,0.0028593623728115406,0.0029736889520902226,9406.7380876633
6,81007,voucher_plus_capacity,0.022369474201151762,0.21666666666666667,1.7331843014300945,2187.7558996284965,0.003277273053156835,0.0032700060224315815,12612.739641649852
6,81007,training_maintenance,0.011030545424013846,0.09666666666666668,9.41933498044095,2187.7558996284965,0.002590715524168017,0.001562111848109122,0.0
6,81007,warning_response,0.010924703681540018,0.055,11.80790264291946,2187.7558996284965,0.0020430856319014414,0.0017020430361693924,0.0
6,81007,insurance,0.0096742626847572,0.085,8.990493352313194,2123.145241645086,0.002512529157220384,0.0014829952102729466,425958.29873606714
6,81007,mountain_equity,0.011682436035354177,0.08999999999999998,7.784762940908371,2187.7558996284965,0.001975197523633307,0.0020990659384270763,0.0
6,81007,integrated,0.02298197386038833,0.235,2.1463252432086164,2187.7558996284965,0.00439962505286735,0.0037449466464512487,8517.33452541138
7,81008,baseline,0.036649320429929834,0.12333333333333331,6.442180921758993,2416.442728876781,0.0066063550092869084,0.005889530707487591,0.0
7,81008,subsidy,0.04053941143981491,0.12,7.964274593872755,2418.2500084369917,0.00714018808964402,0.005683762346769598,14917.598078024443
7,81008,voucher,0.04276265623715118,0.14333333333333334,7.052684047920915,2416.442728876781,0.009546658569355555,0.007208800238502379,9190.268348847676
7,81008,voucher_plus_capacity,0.052634393674813956,0.165,1.5239931366868689,2416.442728876781,0.009088870234611938,0.0073210887832862144,10797.265159197446
7,81008,training_maintenance,0.030766566135166516,0.14833333333333334,6.88049698371442,2415.501053641828,0.006133007831604677,0.004992361832775158,0.0
7,81008,warning_response,0.03098854339172777,0.09500000000000001,6.381682892428878,2416.442728876781,0.007053382650131393,0.006157523217382132,0.0
7,81008,insurance,0.03870600259136431,0.13666666666666666,5.787981712462028,2405.9237236674476,0.006544672694242421,0.0060059164711600685,423043.36841870815
7,81008,mountain_equity,0.037081538815838914,0.135,5.535582986140383,2415.464630636413,0.00663249796802545,0.005560837058609363,0.0
7,81008,integrated,0.05307488047389867,0.20833333333333334,1.71984373667791,2416.442728876781,0.009497675486998166,0.00823668816670394,8443.122097740468
