parameter,module,direction,param_base,param_value,output,base,value,pct_change_out,elasticity
learning decay,behaviour,high,1.0,2.0,mitigation_rate,0.019081530743363915,0.019709684874692383,3.2919483231025595,0.032919483231025594
learning decay,behaviour,high,1.0,2.0,mean_wait_days,14.923042921534568,15.662952522332986,4.958168415710296,0.04958168415710296
learning decay,behaviour,high,1.0,2.0,mean_income,8061.483789570764,8068.215320024502,0.08350237536229363,0.0008350237536229362
hazard learning rate,behaviour,low,0.15,0.05,adopt_any,0.14227777777777775,0.13244444444444445,-6.911362748926182,0.10367044123389274
hazard learning rate,behaviour,low,0.15,0.05,effort_T3,0.743096898378123,0.747207180433529,0.5531286786927849,-0.008296930180391774
hazard learning rate,behaviour,low,0.15,0.05,effective_use_rate,0.1691666666666667,0.16366666666666665,-3.2512315270936147,0.04876847290640422
hazard learning rate,behaviour,low,0.15,0.05,mitigation_rate,0.019081530743363915,0.018248425668044983,-4.366028525298819,0.06549042787948228
hazard learning rate,behaviour,low,0.15,0.05,mean_wait_days,14.923042921534568,14.013291032733491,-6.09628943362662,0.0914443415043993
hazard learning rate,behaviour,low,0.15,0.05,mean_income,8061.483789570764,8061.619042726558,0.0016777699902971689,-2.5166549854457534e-05
hazard learning rate,behaviour,high,0.15,0.35,adopt_any,0.14227777777777775,0.14427777777777775,1.4057008980866865,0.010542756735650149
hazard learning rate,behaviour,high,0.15,0.35,effort_T3,0.743096898378123,0.7462236439417804,0.42077225332010526,0.0031557918999007895
hazard learning rate,behaviour,high,0.15,0.35,effective_use_rate,0.1691666666666667,0.1665,-1.5763546798029624,-0.011822660098522219
hazard learning rate,behaviour,high,0.15,0.35,mitigation_rate,0.019081530743363915,0.018540425152080785,-2.835755676841143,-0.021268167576308575
hazard learning rate,behaviour,high,0.15,0.35,mean_wait_days,14.923042921534568,16.473696627743564,10.391002119087512,0.07793251589315633
hazard learning rate,behaviour,high,0.15,0.35,mean_income,8061.483789570764,8058.632147872195,-0.035373657914671244,-0.00026530243436003435
stress decay,risk,low,0.35,0.15,adopt_any,0.14227777777777775,0.1423888888888889,0.07809449433817309,-0.0013666536509180291
stress decay,risk,low,0.35,0.15,effort_T3,0.743096898378123,0.7455166072654688,0.3256249477863532,-0.005698436586261181
stress decay,risk,low,0.35,0.15,effective_use_rate,0.1691666666666667,0.16983333333333336,0.3940886699507447,-0.006896551724138032
stress decay,risk,low,0.35,0.15,mitigation_rate,0.019081530743363915,0.01911845979927954,0.19353298439365174,-0.0033868272268889055
stress decay,risk,low,0.35,0.15,mean_wait_days,14.923042921534568,14.973294795676223,0.3367401300517531,-0.005892952275905679
stress decay,risk,low,0.35,0.15,mean_income,8061.483789570764,8061.654768121519,0.0021209315210163012,-3.7116301617785274e-05
stress decay,risk,high,0.35,0.6,adopt_any,0.14227777777777775,0.14227777777777775,0.0,0.0
stress decay,risk,high,0.35,0.6,effort_T3,0.743096898378123,0.742795023391832,-0.040623906108320854,-0.0005687346855164919
stress decay,risk,high,0.35,0.6,effective_use_rate,0.1691666666666667,0.1691666666666667,0.0,0.0
stress decay,risk,high,0.35,0.6,mitigation_rate,0.019081530743363915,0.019078454049927376,-0.016123934069642274,-0.00022573507697499183
stress decay,risk,high,0.35,0.6,mean_wait_days,14.923042921534568,14.923042921534568,0.0,0.0
stress decay,risk,high,0.35,0.6,mean_income,8061.483789570764,8061.45827850751,-0.00031645617506884967,-4.430386450963895e-06
